image,timestamp_start_fixation,timestamp_end_fixation,x_position,y_position,angular_resolution_x_pixels_per_degree,angular_resolution_y_pixels_per_degree,window_width,window_level,xmin_shown_from_image,ymin_shown_from_image,xmax_shown_from_image,ymax_shown_from_image,xmin_in_screen_coordinates,ymin_in_screen_coordinates,xmax_in_screen_coordinates,ymax_in_screen_coordinates
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,4.441,4.552,483,1612,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,4.622,4.733,548,1628,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,4.878,5.011,570,1370,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,5.347,5.46,2137,1407,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,5.637,5.849,2324,1446,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,6.071,6.18,1125,1450,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,6.556,6.668,553,1427,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,6.683,6.793,571,1386,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,7.324,7.571,464,1412,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,8.017,8.129,1443,1498,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,8.226,8.337,738,1635,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,8.406,8.573,715,1539,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,8.644,8.754,1132,1174,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,8.769,8.894,1154,1171,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,8.936,9.159,994,1469,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,9.176,9.302,1001,1487,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,9.353,9.465,446,1668,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,9.69,9.799,518,1564,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,9.994,10.146,943,1372,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,10.48,10.594,657,1123,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,10.718,11.513,390,1281,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,11.556,11.806,432,1585,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,11.874,12.113,629,1605,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,13.0,13.196,449,1586,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,13.308,13.432,539,1583,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,13.529,13.696,1128,1360,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,13.766,14.517,434,1498,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,14.532,14.865,428,1586,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,15.047,15.227,495,1602,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,15.241,15.354,508,1632,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,15.367,15.508,469,1636,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,15.519,16.035,433,1629,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,16.047,16.173,516,1621,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,16.312,16.535,671,1899,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,16.549,16.687,671,1863,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,16.816,17.021,683,1694,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,17.077,17.287,529,1899,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,17.301,17.469,565,1898,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,17.482,17.623,522,1879,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,17.636,17.87,450,1648,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,17.912,18.177,621,1778,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,18.204,18.456,694,1804,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,18.472,18.694,654,1930,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,18.707,18.831,668,1929,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,18.9,19.277,496,1970,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,19.32,19.654,635,1754,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,19.708,19.889,671,1961,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,19.917,20.057,939,1925,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,20.21,20.349,1344,1811,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,20.376,20.501,1449,1739,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,20.71,20.961,1748,1735,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,21.086,21.197,2014,1812,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,21.421,21.532,2303,1986,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,21.629,21.784,2619,2003,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,21.826,21.95,2513,1933,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,21.963,22.228,2467,1932,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,22.311,22.548,2469,1890,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,22.563,22.743,2528,1928,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,22.756,22.896,2561,1923,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,22.924,23.05,2540,1901,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,23.16,23.746,2708,2015,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,23.759,23.928,2672,1759,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,23.954,24.079,2355,1563,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,24.093,24.22,2333,1556,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,24.469,24.58,1468,1998,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,24.761,24.886,1123,2067,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,24.93,25.083,1133,2095,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,25.415,25.529,848,1590,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,25.805,25.932,1353,2197,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,26.142,26.738,1189,1958,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,26.752,26.947,1232,1964,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,26.989,27.198,1034,1703,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,27.268,27.546,1186,1820,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,27.559,27.7,1209,1855,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,27.714,28.034,1212,1917,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,28.061,28.2,1005,1732,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,28.213,28.353,1000,1709,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,28.437,28.548,974,1553,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,28.562,28.717,967,1586,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,28.745,28.953,945,1321,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,28.966,29.091,942,1288,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,29.118,29.551,877,1161,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,29.746,29.884,779,941,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,29.898,30.066,761,938,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,30.107,30.33,644,827,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,30.442,30.652,706,736,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,30.789,30.903,1093,1962,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,30.916,31.04,1138,2086,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,31.444,31.694,1258,2047,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,31.778,31.917,1234,1914,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,32.043,32.154,1184,1953,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,32.237,32.391,1235,2061,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,32.488,32.641,1329,2146,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,32.683,32.795,1318,2075,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,32.906,33.018,1192,1973,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,33.06,33.227,1066,1886,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,33.241,33.366,1059,1878,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,33.379,33.63,1139,1721,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,33.713,33.936,1090,1465,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,33.951,34.132,1069,1481,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,34.173,34.409,1022,1310,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,34.465,34.688,908,933,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,34.785,34.938,849,1001,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,34.952,35.175,842,977,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,35.203,35.328,991,835,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,35.439,35.607,1405,1191,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,35.968,36.094,1948,2162,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,36.358,36.469,2189,2145,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,36.528,36.678,2136,2077,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,36.734,36.887,2045,2134,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,37.04,37.222,2173,1480,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,37.319,37.57,2181,1184,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,37.736,37.932,2060,2008,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,37.973,38.112,1987,2037,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,38.265,38.516,2121,1986,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,38.544,38.85,2177,1872,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,38.878,39.088,2089,1871,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,39.101,39.311,2018,1926,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,39.324,39.435,2104,1877,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,39.532,39.686,2232,1703,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,39.992,40.173,2176,1918,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,40.187,40.535,2188,1891,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,40.563,40.869,2221,1676,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,40.939,41.064,2259,1688,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,41.078,41.259,2268,1685,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,41.273,41.468,2219,1618,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,41.594,41.704,2201,1440,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,41.732,42.122,2221,1288,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,42.443,42.61,2103,2119,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,42.735,42.902,2216,2054,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,42.943,43.194,2305,1803,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,43.221,43.472,2353,1496,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,43.486,43.615,2240,1451,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,43.629,43.736,2187,1517,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,43.751,43.89,2207,1719,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,43.987,44.099,2212,1835,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,44.307,44.529,2067,1801,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,44.544,44.697,2055,1810,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,44.781,44.92,2206,1502,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,45.2,45.325,2088,1682,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,45.337,45.532,2103,1636,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,45.616,45.782,1926,1789,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,47.244,47.371,1935,1770,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,47.816,47.93,1811,1890,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,47.996,48.109,2128,1671,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,48.123,48.307,2135,1711,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,48.321,48.436,2142,1666,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,48.502,48.7,2059,1646,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,49.051,49.161,2034,1966,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,49.174,49.323,2074,2037,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,49.364,49.699,2121,2150,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,49.75,49.911,2129,1651,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,49.927,50.087,2161,1729,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,50.113,50.233,2148,1760,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,50.395,50.544,2269,1737,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,50.627,50.753,2179,1629,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
53ba5a31-2d6bda0a-abb7ad77-065a0f20-b4fa6b44,50.782,50.998,2277,1417,27,27,1.0,0.5,0,0,3000,2498,623,0,3217,2160
